,type,airline,delay,scheduledTime,actualTime,date,Day of the week
10961,departure,delta air lines,32.0,2024-05-21 11:50:00,2024-05-21 12:22:00,2024-05-21,Tuesday
10967,departure,delta air lines,15.0,2024-05-21 11:55:00,2024-05-21 12:10:00,2024-05-21,Tuesday
10968,departure,southwest airlines,14.0,2024-05-21 11:55:00,2024-05-21 12:08:00,2024-05-21,Tuesday
10969,departure,delta air lines,2.0,2024-05-21 11:59:00,2024-05-21 12:01:00,2024-05-21,Tuesday
10970,departure,american airlines,11.0,2024-05-21 12:01:00,2024-05-21 12:11:00,2024-05-21,Tuesday
10972,departure,alaska airlines,11.0,2024-05-21 12:01:00,2024-05-21 12:11:00,2024-05-21,Tuesday
10973,departure,southwest airlines,18.0,2024-05-21 12:05:00,2024-05-21 12:22:00,2024-05-21,Tuesday
10976,departure,american airlines,12.0,2024-05-21 12:07:00,2024-05-21 12:18:00,2024-05-21,Tuesday
10981,departure,american airlines,31.0,2024-05-21 12:11:00,2024-05-21 12:42:00,2024-05-21,Tuesday
10982,departure,alaska airlines,9.0,2024-05-21 12:15:00,2024-05-21 12:24:00,2024-05-21,Tuesday
10983,departure,southwest airlines,9.0,2024-05-21 12:50:00,2024-05-21 12:59:00,2024-05-21,Tuesday
10986,departure,united airlines,11.0,2024-05-21 12:53:00,2024-05-21 13:03:00,2024-05-21,Tuesday
10989,departure,united airlines,15.0,2024-05-21 13:00:00,2024-05-21 13:14:00,2024-05-21,Tuesday
10990,departure,southwest airlines,18.0,2024-05-21 13:05:00,2024-05-21 13:23:00,2024-05-21,Tuesday
10993,departure,united airlines,9.0,2024-05-21 13:15:00,2024-05-21 13:24:00,2024-05-21,Tuesday
10998,departure,alaska airlines,10.0,2024-05-21 13:19:00,2024-05-21 13:29:00,2024-05-21,Tuesday
10999,departure,southwest airlines,26.0,2024-05-21 13:20:00,2024-05-21 13:46:00,2024-05-21,Tuesday
11005,departure,american airlines,78.0,2024-05-21 13:29:00,,2024-05-21,Tuesday
11006,departure,southwest airlines,29.0,2024-05-21 13:30:00,2024-05-21 13:58:00,2024-05-21,Tuesday
11012,departure,delta air lines,13.0,2024-05-21 13:40:00,2024-05-21 13:52:00,2024-05-21,Tuesday
11014,departure,delta air lines,3.0,2024-05-21 13:40:00,2024-05-21 13:42:00,2024-05-21,Tuesday
11015,departure,delta air lines,5.0,2024-05-21 13:40:00,2024-05-21 13:44:00,2024-05-21,Tuesday
11017,departure,frontier airlines,38.0,2024-05-21 13:41:00,2024-05-21 14:18:00,2024-05-21,Tuesday
11018,departure,aeromexico,12.0,2024-05-21 13:45:00,2024-05-21 13:56:00,2024-05-21,Tuesday
11022,departure,delta air lines,12.0,2024-05-21 13:45:00,2024-05-21 13:56:00,2024-05-21,Tuesday
11023,departure,delta air lines,29.0,2024-05-21 13:45:00,2024-05-21 14:13:00,2024-05-21,Tuesday
11026,departure,delta air lines,15.0,2024-05-21 13:52:00,2024-05-21 14:07:00,2024-05-21,Tuesday
11027,departure,aeromexico,10.0,2024-05-21 13:55:00,2024-05-21 14:05:00,2024-05-21,Tuesday
11030,departure,delta air lines,10.0,2024-05-21 13:55:00,2024-05-21 14:05:00,2024-05-21,Tuesday
11031,departure,delta air lines,9.0,2024-05-21 13:55:00,2024-05-21 14:03:00,2024-05-21,Tuesday
11033,departure,delta air lines,9.0,2024-05-21 13:59:00,2024-05-21 14:08:00,2024-05-21,Tuesday
11039,departure,american airlines,20.0,2024-05-21 14:00:00,2024-05-21 14:20:00,2024-05-21,Tuesday
11040,departure,southwest airlines,30.0,2024-05-21 14:00:00,2024-05-21 14:29:00,2024-05-21,Tuesday
11043,departure,delta air lines,11.0,2024-05-21 14:05:00,2024-05-21 14:15:00,2024-05-21,Tuesday
11044,departure,delta air lines,5.0,2024-05-21 14:05:00,2024-05-21 14:09:00,2024-05-21,Tuesday
11046,departure,delta air lines,10.0,2024-05-21 14:05:00,2024-05-21 14:15:00,2024-05-21,Tuesday
